id	bairro	zona	altura_maxima	coef_aproveitamento_basico	coef_aproveitamento_maximo	area_minima_lote	testada_minima_lote	modulo_fracionamento	face_maxima_quarteirao	area_maxima_quarteirao	area_minima_quarteirao	enquadramento_fracionamento	area_publica_viaria_fracionamento	area_publica_equip_fracionamento	enquadramento_desmembramento_t1	area_publica_viaria_desmembramento_t1	area_publica_equip_desmembramento_t1	enquadramento_desmembramento_t2	area_publica_viaria_desmembramento_t2	area_publica_equip_desmembramento_t2	enquadramento_desmembramento_t3	area_publica_viaria_desmembramento_t3	area_publica_equip_desmembramento_t3	enquadramento_loteamento	area_publica_viaria_loteamento	area_publica_equip_loteamento	coef_basico_4d	coef_maximo_4d	afastamento_frente	afastamento_lateral	afastamento_fundos	taxa_permeabilidade_acima_1500	taxa_permeabilidade_ate_1500	fator_conversao_permeabilidade	recuo_jardim	comercio_varejista_inocuo	comercio_varejista_ia1	comercio_varejista_ia2	comercio_atacadista_ia1	comercio_atacadista_ia2	comercio_atacadista_ia3	servico_inocuo	servico_ia1	servico_ia2	servico_ia3	industria_inocua	industria_interferencia_ambiental	nivel_controle_entretenimento	created_at	updated_at
293	GLÓRIA	ZOT 14	9	0.5	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
294	GLÓRIA	ZOT 06	42	2.5	5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
295	GLÓRIA	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
296	GLÓRIA	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
297	GUARUJÁ	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
298	GUARUJÁ	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
299	GUARUJÁ	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
300	ARQUIPÉLAGO	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
301	ARQUIPÉLAGO	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
302	ARQUIPÉLAGO	ZOT 14	9	0.5	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
303	RUBEM BERTA	ZOT 13	60	3.6	6.5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	S/L	S/L	S/L	S/L	S/L	300	S/L	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
304	RUBEM BERTA	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
305	RUBEM BERTA	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
306	RUBEM BERTA	ZOT 11	42	2.5	5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
307	RUBEM BERTA	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
308	NONOAI	ZOT 12	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
309	NONOAI	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
310	NONOAI	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
311	NONOAI	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
312	NONOAI	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
313	NONOAI	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
314	CEL. APARICIO BORGES	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
315	CEL. APARICIO BORGES	ZOT 12	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
316	CEL. APARICIO BORGES	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
317	CEL. APARICIO BORGES	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
318	AZENHA	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
319	AZENHA	ZOT 08.3 - B	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
320	AZENHA	ZOT 08.3 - A	130	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
321	AZENHA	ZOT 08	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
322	AZENHA	ZOT 07	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
323	AZENHA	ZOT 12	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
324	CHAPÉU DO SOL	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
325	CHAPÉU DO SOL	ZONA RURAL	0	0	0	0	0	0	0	0	Conforme Lei ZR	0	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	0	Conforme Lei ZR	Conforme Lei ZR	0	Conforme Lei ZR	Conforme Lei ZR	0	Conforme Lei ZR	Conforme Lei ZR	0	0	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR			0	0	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	Conforme Lei ZR	0	Conforme Lei ZR	Conforme Lei ZR	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
326	CHAPÉU DO SOL	ZOT 16	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Proibido	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
327	CHAPÉU DO SOL	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
328	CHAPÉU DO SOL	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
329	CHAPÉU DO SOL	ZOT 14	9	0.5	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
330	PONTA GROSSA	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
331	PONTA GROSSA	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
332	PONTA GROSSA	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
333	PONTA GROSSA	ZOT 14	9	0.5	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
334	PONTA GROSSA	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
335	CAMAQUÃ	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
336	CAMAQUÃ	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
337	TRISTEZA	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
338	TRISTEZA	ZOT 04	18	2	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
339	TRISTEZA	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
